Timestamp,PlaybackTime,UnitQuaternion.x,UnitQuaternion.y,UnitQuaternion.z,UnitQuaternion.w,HmdPosition.x,HmdPosition.y,HmdPosition.z
2016-11-30 03:38:31.653,0.000,-0.023,0.956,0.087,0.280,0.509,1.201,-0.194
2016-11-30 03:38:31.664,0.021,-0.023,0.956,0.087,0.280,0.509,1.201,-0.194
2016-11-30 03:38:31.675,0.021,-0.023,0.956,0.087,0.280,0.509,1.201,-0.194
2016-11-30 03:38:31.686,0.043,-0.022,0.956,0.087,0.280,0.509,1.201,-0.194
2016-11-30 03:38:31.709,0.064,-0.022,0.956,0.087,0.280,0.509,1.201,-0.194
2016-11-30 03:38:31.720,0.064,-0.022,0.956,0.087,0.280,0.509,1.201,-0.194
2016-11-30 03:38:31.745,0.085,-0.022,0.956,0.087,0.280,0.509,1.201,-0.194
2016-11-30 03:38:31.768,0.107,-0.022,0.956,0.087,0.280,0.509,1.201,-0.194
2016-11-30 03:38:31.790,0.128,-0.022,0.956,0.087,0.280,0.510,1.201,-0.194
2016-11-30 03:38:31.813,0.171,-0.022,0.956,0.087,0.280,0.510,1.201,-0.194
2016-11-30 03:38:31.832,0.192,-0.022,0.956,0.087,0.281,0.510,1.201,-0.194
2016-11-30 03:38:31.843,0.192,-0.022,0.956,0.087,0.281,0.510,1.201,-0.194
2016-11-30 03:38:31.854,0.213,-0.022,0.956,0.087,0.281,0.510,1.201,-0.194
2016-11-30 03:38:31.865,0.213,-0.022,0.956,0.087,0.281,0.510,1.201,-0.194
2016-11-30 03:38:31.877,0.055,-0.022,0.955,0.087,0.281,0.510,1.201,-0.194
2016-11-30 03:38:31.887,0.055,-0.022,0.955,0.087,0.281,0.510,1.201,-0.194
2016-11-30 03:38:31.898,0.076,-0.022,0.955,0.087,0.281,0.510,1.201,-0.194
2016-11-30 03:38:31.910,0.076,-0.022,0.955,0.087,0.281,0.510,1.201,-0.194
2016-11-30 03:38:31.921,0.076,-0.022,0.955,0.086,0.281,0.510,1.201,-0.194
2016-11-30 03:38:31.932,0.097,-0.022,0.955,0.086,0.281,0.510,1.201,-0.194
2016-11-30 03:38:31.943,0.119,-0.022,0.955,0.086,0.281,0.511,1.201,-0.194
2016-11-30 03:38:31.954,0.119,-0.022,0.955,0.086,0.281,0.511,1.201,-0.194
2016-11-30 03:38:31.965,0.140,-0.022,0.955,0.086,0.281,0.511,1.201,-0.194
2016-11-30 03:38:31.976,0.140,-0.022,0.955,0.085,0.282,0.511,1.201,-0.194
2016-11-30 03:38:31.988,0.161,-0.021,0.955,0.085,0.282,0.511,1.201,-0.194
2016-11-30 03:38:31.999,0.161,-0.021,0.955,0.085,0.282,0.511,1.201,-0.195
2016-11-30 03:38:32.011,0.183,-0.021,0.955,0.085,0.282,0.511,1.201,-0.195
2016-11-30 03:38:32.021,0.204,-0.021,0.955,0.085,0.282,0.511,1.201,-0.195
2016-11-30 03:38:32.033,0.204,-0.021,0.955,0.085,0.282,0.511,1.200,-0.195
2016-11-30 03:38:32.044,0.225,-0.021,0.955,0.084,0.282,0.511,1.200,-0.195
2016-11-30 03:38:32.055,0.225,-0.021,0.955,0.084,0.282,0.511,1.200,-0.195
2016-11-30 03:38:32.066,0.247,-0.021,0.955,0.084,0.282,0.512,1.200,-0.195
