Timestamp,PlaybackTime,UnitQuaternion.x,UnitQuaternion.y,UnitQuaternion.z,UnitQuaternion.w,HmdPosition.x,HmdPosition.y,HmdPosition.z
2016-12-14 04:39:30.281,0.021,0.069,0.956,-0.009,0.286,-0.419,1.198,-0.152
2016-12-14 04:39:30.292,0.021,0.069,0.956,-0.009,0.286,-0.419,1.198,-0.152
2016-12-14 04:39:30.303,0.043,0.069,0.956,-0.009,0.286,-0.419,1.198,-0.152
2016-12-14 04:39:30.314,0.043,0.069,0.956,-0.009,0.286,-0.419,1.198,-0.152
2016-12-14 04:39:30.325,0.064,0.069,0.956,-0.009,0.286,-0.419,1.198,-0.152
2016-12-14 04:39:30.336,0.064,0.069,0.956,-0.010,0.286,-0.419,1.198,-0.152
2016-12-14 04:39:30.347,0.085,0.069,0.956,-0.010,0.285,-0.419,1.198,-0.152
2016-12-14 04:39:30.359,0.085,0.069,0.956,-0.010,0.285,-0.419,1.198,-0.152
2016-12-14 04:39:30.370,0.107,0.069,0.956,-0.010,0.285,-0.419,1.198,-0.153
2016-12-14 04:39:30.381,0.053,0.069,0.956,-0.010,0.285,-0.419,1.198,-0.153
2016-12-14 04:39:30.392,0.053,0.069,0.956,-0.011,0.285,-0.419,1.198,-0.153
2016-12-14 04:39:30.403,0.074,0.069,0.956,-0.010,0.285,-0.419,1.198,-0.153
2016-12-14 04:39:30.415,0.074,0.069,0.956,-0.011,0.285,-0.419,1.198,-0.153
2016-12-14 04:39:30.425,0.074,0.069,0.956,-0.011,0.285,-0.419,1.198,-0.153
2016-12-14 04:39:30.437,0.095,0.069,0.956,-0.011,0.285,-0.419,1.198,-0.153
2016-12-14 04:39:30.448,0.095,0.069,0.956,-0.011,0.285,-0.419,1.198,-0.153
2016-12-14 04:39:30.459,0.117,0.069,0.956,-0.011,0.285,-0.419,1.198,-0.153
2016-12-14 04:39:30.470,0.117,0.069,0.956,-0.011,0.286,-0.419,1.198,-0.153
2016-12-14 04:39:30.482,0.138,0.069,0.956,-0.011,0.286,-0.419,1.198,-0.153
2016-12-14 04:39:30.493,0.159,0.069,0.956,-0.010,0.286,-0.419,1.198,-0.152
2016-12-14 04:39:30.504,0.159,0.068,0.956,-0.010,0.286,-0.419,1.198,-0.152
2016-12-14 04:39:30.515,0.181,0.068,0.956,-0.010,0.286,-0.419,1.198,-0.152
2016-12-14 04:39:30.526,0.181,0.068,0.956,-0.010,0.286,-0.419,1.198,-0.152
2016-12-14 04:39:30.537,0.202,0.068,0.956,-0.010,0.286,-0.419,1.198,-0.152
2016-12-14 04:39:30.549,0.202,0.068,0.956,-0.010,0.286,-0.419,1.198,-0.153
2016-12-14 04:39:30.560,0.223,0.068,0.956,-0.010,0.286,-0.419,1.198,-0.152
2016-12-14 04:39:30.571,0.223,0.068,0.956,-0.010,0.286,-0.419,1.198,-0.152
2016-12-14 04:39:30.582,0.245,0.068,0.956,-0.010,0.286,-0.418,1.198,-0.152
2016-12-14 04:39:30.593,0.245,0.068,0.956,-0.010,0.286,-0.419,1.198,-0.152
2016-12-14 04:39:30.604,0.266,0.068,0.956,-0.010,0.286,-0.419,1.198,-0.152
2016-12-14 04:39:30.616,0.266,0.068,0.956,-0.010,0.286,-0.418,1.198,-0.152
2016-12-14 04:39:30.626,0.287,0.068,0.956,-0.010,0.286,-0.418,1.198,-0.152
2016-12-14 04:39:30.638,0.287,0.068,0.956,-0.010,0.286,-0.418,1.198,-0.152
2016-12-14 04:39:30.649,0.309,0.067,0.956,-0.010,0.287,-0.418,1.198,-0.152
2016-12-14 04:39:30.660,0.309,0.067,0.956,-0.010,0.287,-0.418,1.198,-0.152
2016-12-14 04:39:30.671,0.330,0.067,0.956,-0.010,0.287,-0.418,1.198,-0.152
