Timestamp,PlaybackTime,UnitQuaternion.x,UnitQuaternion.y,UnitQuaternion.z,UnitQuaternion.w,HmdPosition.x,HmdPosition.y,HmdPosition.z
2016-11-22 07:13:16.436,0.000,-0.117,-0.742,-0.174,0.637,0.114,1.203,-0.411
2016-11-22 07:13:16.447,0.021,-0.117,-0.742,-0.174,0.637,0.114,1.203,-0.411
2016-11-22 07:13:16.458,0.021,-0.117,-0.742,-0.174,0.637,0.114,1.203,-0.411
2016-11-22 07:13:16.469,0.043,-0.117,-0.742,-0.174,0.637,0.114,1.203,-0.411
2016-11-22 07:13:16.481,0.064,-0.117,-0.742,-0.174,0.637,0.114,1.203,-0.411
2016-11-22 07:13:16.492,0.064,-0.117,-0.742,-0.175,0.637,0.114,1.203,-0.411
2016-11-22 07:13:16.503,0.064,-0.117,-0.742,-0.175,0.637,0.114,1.203,-0.411
2016-11-22 07:13:16.514,0.085,-0.117,-0.742,-0.175,0.637,0.114,1.203,-0.411
2016-11-22 07:13:16.525,0.085,-0.117,-0.742,-0.175,0.637,0.114,1.203,-0.411
2016-11-22 07:13:16.536,0.107,-0.117,-0.742,-0.175,0.637,0.114,1.203,-0.411
2016-11-22 07:13:16.547,0.107,-0.117,-0.742,-0.174,0.637,0.114,1.203,-0.411
2016-11-22 07:13:16.559,0.128,-0.117,-0.742,-0.174,0.637,0.114,1.203,-0.411
2016-11-22 07:13:16.570,0.149,-0.117,-0.742,-0.174,0.637,0.114,1.203,-0.411
2016-11-22 07:13:16.581,0.149,-0.117,-0.742,-0.174,0.637,0.114,1.203,-0.411
2016-11-22 07:13:16.592,0.171,-0.117,-0.742,-0.174,0.637,0.114,1.203,-0.411
2016-11-22 07:13:16.604,0.171,-0.117,-0.742,-0.174,0.637,0.114,1.203,-0.411
2016-11-22 07:13:16.615,0.192,-0.117,-0.742,-0.174,0.637,0.114,1.203,-0.411
2016-11-22 07:13:16.626,0.192,-0.117,-0.742,-0.174,0.637,0.114,1.203,-0.411
2016-11-22 07:13:16.637,0.213,-0.116,-0.742,-0.174,0.637,0.114,1.203,-0.411
2016-11-22 07:13:16.648,0.213,-0.117,-0.742,-0.174,0.637,0.114,1.203,-0.411
2016-11-22 07:13:16.659,0.235,-0.116,-0.742,-0.174,0.637,0.114,1.203,-0.411
2016-11-22 07:13:16.671,0.235,-0.116,-0.742,-0.174,0.637,0.114,1.203,-0.411
2016-11-22 07:13:16.681,0.256,-0.116,-0.742,-0.174,0.637,0.114,1.203,-0.411
2016-11-22 07:13:16.693,0.256,-0.116,-0.742,-0.174,0.637,0.114,1.203,-0.411
2016-11-22 07:13:16.704,0.277,-0.116,-0.742,-0.174,0.637,0.114,1.203,-0.411
2016-11-22 07:13:16.715,0.277,-0.116,-0.742,-0.174,0.637,0.114,1.203,-0.411
2016-11-22 07:13:16.726,0.299,-0.116,-0.742,-0.174,0.637,0.114,1.203,-0.411
2016-11-22 07:13:16.737,0.299,-0.116,-0.742,-0.173,0.637,0.114,1.203,-0.411
2016-11-22 07:13:16.748,0.320,-0.116,-0.742,-0.173,0.638,0.114,1.203,-0.411
2016-11-22 07:13:16.760,0.341,-0.116,-0.742,-0.173,0.638,0.114,1.203,-0.411
2016-11-22 07:13:16.771,0.341,-0.116,-0.742,-0.173,0.638,0.114,1.203,-0.411
2016-11-22 07:13:16.782,0.363,-0.116,-0.741,-0.173,0.638,0.113,1.203,-0.411
2016-11-22 07:13:16.794,0.363,-0.116,-0.741,-0.173,0.638,0.114,1.203,-0.410
2016-11-22 07:13:16.805,0.384,-0.116,-0.741,-0.173,0.638,0.114,1.203,-0.410
2016-11-22 07:13:16.816,0.384,-0.116,-0.741,-0.173,0.638,0.113,1.203,-0.410
2016-11-22 07:13:16.827,0.384,-0.116,-0.741,-0.173,0.638,0.113,1.203,-0.410
2016-11-22 07:13:16.838,0.405,-0.116,-0.741,-0.172,0.639,0.114,1.203,-0.410
2016-11-22 07:13:16.849,0.405,-0.116,-0.741,-0.172,0.639,0.113,1.203,-0.410
2016-11-22 07:13:16.860,0.427,-0.116,-0.741,-0.172,0.639,0.113,1.203,-0.410
2016-11-22 07:13:16.872,0.448,-0.116,-0.741,-0.172,0.639,0.113,1.203,-0.410
2016-11-22 07:13:16.882,0.448,-0.115,-0.741,-0.171,0.639,0.113,1.203,-0.410
2016-11-22 07:13:16.894,0.469,-0.115,-0.741,-0.171,0.640,0.113,1.203,-0.410
2016-11-22 07:13:16.906,0.469,-0.115,-0.740,-0.170,0.640,0.113,1.202,-0.410
2016-11-22 07:13:16.916,0.491,-0.115,-0.740,-0.170,0.640,0.113,1.202,-0.410
2016-11-22 07:13:16.927,0.491,-0.114,-0.740,-0.170,0.641,0.113,1.202,-0.410
2016-11-22 07:13:16.938,0.512,-0.114,-0.740,-0.169,0.641,0.113,1.202,-0.410
2016-11-22 07:13:16.950,0.512,-0.114,-0.740,-0.169,0.641,0.113,1.202,-0.410
2016-11-22 07:13:16.962,0.533,-0.113,-0.740,-0.168,0.642,0.113,1.202,-0.410
2016-11-22 07:13:16.973,0.555,-0.113,-0.740,-0.168,0.642,0.113,1.202,-0.410
2016-11-22 07:13:16.983,0.555,-0.112,-0.739,-0.167,0.643,0.113,1.202,-0.410
2016-11-22 07:13:16.994,0.555,-0.111,-0.739,-0.166,0.643,0.112,1.202,-0.410
2016-11-22 07:13:17.006,0.576,-0.110,-0.739,-0.165,0.644,0.112,1.202,-0.410
2016-11-22 07:13:17.017,0.576,-0.109,-0.739,-0.163,0.645,0.112,1.201,-0.410
2016-11-22 07:13:17.029,0.032,-0.108,-0.739,-0.161,0.645,0.112,1.201,-0.410
2016-11-22 07:13:17.039,0.032,-0.107,-0.738,-0.159,0.647,0.112,1.201,-0.410
2016-11-22 07:13:17.050,0.053,-0.105,-0.738,-0.157,0.648,0.113,1.200,-0.410
2016-11-22 07:13:17.061,0.074,-0.103,-0.738,-0.154,0.649,0.113,1.200,-0.409
2016-11-22 07:13:17.072,0.074,-0.101,-0.737,-0.151,0.651,0.113,1.200,-0.409
2016-11-22 07:13:17.083,0.096,-0.099,-0.737,-0.148,0.652,0.113,1.199,-0.409
2016-11-22 07:13:17.094,0.096,-0.097,-0.736,-0.145,0.654,0.113,1.199,-0.409
2016-11-22 07:13:17.105,0.117,-0.094,-0.735,-0.141,0.656,0.113,1.198,-0.409
2016-11-22 07:13:17.117,0.117,-0.092,-0.735,-0.138,0.658,0.112,1.198,-0.409
2016-11-22 07:13:17.128,0.138,-0.090,-0.734,-0.136,0.660,0.112,1.197,-0.408
2016-11-22 07:13:17.140,0.138,-0.087,-0.733,-0.134,0.661,0.112,1.197,-0.408
2016-11-22 07:13:17.151,0.160,-0.086,-0.732,-0.133,0.663,0.112,1.197,-0.408
2016-11-22 07:13:17.162,0.160,-0.084,-0.731,-0.133,0.664,0.111,1.197,-0.408
2016-11-22 07:13:17.173,0.181,-0.083,-0.730,-0.132,0.665,0.111,1.197,-0.408
2016-11-22 07:13:17.184,0.181,-0.082,-0.729,-0.131,0.667,0.111,1.196,-0.408
2016-11-22 07:13:17.195,0.202,-0.080,-0.728,-0.131,0.668,0.110,1.196,-0.407
2016-11-22 07:13:17.206,0.202,-0.080,-0.728,-0.130,0.669,0.110,1.196,-0.407
2016-11-22 07:13:17.217,0.224,-0.079,-0.727,-0.129,0.669,0.110,1.196,-0.407
2016-11-22 07:13:17.228,0.224,-0.079,-0.727,-0.129,0.670,0.109,1.196,-0.407
2016-11-22 07:13:17.240,0.245,-0.079,-0.726,-0.128,0.671,0.109,1.196,-0.407
2016-11-22 07:13:17.251,0.266,-0.079,-0.725,-0.128,0.672,0.109,1.196,-0.407
2016-11-22 07:13:17.262,0.266,-0.080,-0.725,-0.128,0.672,0.108,1.196,-0.407
2016-11-22 07:13:17.273,0.288,-0.080,-0.724,-0.128,0.673,0.108,1.196,-0.407
