Timestamp,PlaybackTime,UnitQuaternion.x,UnitQuaternion.y,UnitQuaternion.z,UnitQuaternion.w,HmdPosition.x,HmdPosition.y,HmdPosition.z
2016-11-17 06:18:03.827,0.021,-0.038,0.686,0.010,0.727,0.146,1.124,-0.265
2016-11-17 06:18:03.838,0.021,-0.038,0.685,0.010,0.728,0.146,1.124,-0.265
2016-11-17 06:18:03.849,0.043,-0.038,0.684,0.011,0.728,0.145,1.125,-0.265
2016-11-17 06:18:03.860,0.043,-0.038,0.683,0.011,0.729,0.144,1.125,-0.265
2016-11-17 06:18:03.871,0.055,-0.037,0.683,0.011,0.729,0.144,1.125,-0.265
2016-11-17 06:18:03.883,0.055,-0.037,0.682,0.011,0.730,0.143,1.125,-0.265
2016-11-17 06:18:03.894,0.076,-0.037,0.682,0.011,0.730,0.142,1.126,-0.266
2016-11-17 06:18:03.905,0.076,-0.037,0.682,0.010,0.731,0.142,1.126,-0.266
2016-11-17 06:18:03.917,0.097,-0.037,0.681,0.010,0.731,0.141,1.126,-0.266
2016-11-17 06:18:03.928,0.119,-0.037,0.681,0.010,0.731,0.140,1.126,-0.266
2016-11-17 06:18:03.938,0.119,-0.037,0.680,0.010,0.732,0.139,1.126,-0.267
2016-11-17 06:18:03.952,0.140,-0.037,0.680,0.011,0.732,0.138,1.127,-0.267
2016-11-17 06:18:03.963,0.140,-0.036,0.679,0.011,0.733,0.138,1.127,-0.267
2016-11-17 06:18:03.976,0.161,-0.036,0.678,0.012,0.734,0.136,1.128,-0.268
2016-11-17 06:18:03.998,0.183,-0.036,0.677,0.012,0.735,0.134,1.128,-0.268
2016-11-17 06:18:04.021,0.204,-0.037,0.676,0.013,0.736,0.132,1.129,-0.269
2016-11-17 06:18:04.044,0.225,-0.037,0.674,0.013,0.737,0.130,1.129,-0.269
2016-11-17 06:18:04.063,0.247,-0.038,0.673,0.013,0.738,0.129,1.130,-0.269
2016-11-17 06:18:04.073,0.247,-0.038,0.673,0.013,0.739,0.128,1.130,-0.269
2016-11-17 06:18:04.084,0.268,-0.038,0.672,0.013,0.740,0.127,1.130,-0.270
2016-11-17 06:18:04.095,0.268,-0.038,0.671,0.013,0.740,0.127,1.130,-0.270
2016-11-17 06:18:04.106,0.289,-0.039,0.670,0.013,0.741,0.126,1.130,-0.270
2016-11-17 06:18:04.117,0.289,-0.039,0.670,0.013,0.742,0.125,1.131,-0.270
2016-11-17 06:18:04.129,0.311,-0.039,0.669,0.012,0.742,0.124,1.131,-0.271
2016-11-17 06:18:04.140,0.311,-0.040,0.668,0.012,0.743,0.123,1.131,-0.271
2016-11-17 06:18:04.151,0.332,-0.040,0.668,0.012,0.743,0.122,1.131,-0.271
2016-11-17 06:18:04.162,0.332,-0.041,0.667,0.011,0.744,0.121,1.131,-0.271
2016-11-17 06:18:04.173,0.353,-0.041,0.666,0.011,0.744,0.120,1.132,-0.272
2016-11-17 06:18:04.186,0.375,-0.042,0.666,0.011,0.745,0.120,1.132,-0.272
2016-11-17 06:18:04.196,0.375,-0.042,0.665,0.012,0.746,0.119,1.132,-0.272
2016-11-17 06:18:04.206,0.396,-0.043,0.664,0.012,0.746,0.118,1.132,-0.273
2016-11-17 06:18:04.217,0.396,-0.043,0.664,0.011,0.747,0.117,1.133,-0.273
2016-11-17 06:18:04.228,0.417,-0.043,0.663,0.011,0.747,0.117,1.133,-0.273
2016-11-17 06:18:04.239,0.417,-0.044,0.662,0.011,0.748,0.116,1.133,-0.273
2016-11-17 06:18:04.250,0.439,-0.044,0.661,0.011,0.749,0.115,1.133,-0.273
2016-11-17 06:18:04.262,0.439,-0.045,0.660,0.011,0.749,0.115,1.134,-0.273
2016-11-17 06:18:04.273,0.460,-0.045,0.660,0.011,0.750,0.114,1.134,-0.274
2016-11-17 06:18:04.284,0.460,-0.046,0.659,0.011,0.751,0.113,1.134,-0.274
2016-11-17 06:18:04.295,0.460,-0.046,0.658,0.010,0.752,0.113,1.134,-0.274
2016-11-17 06:18:04.306,0.481,-0.047,0.657,0.010,0.752,0.112,1.134,-0.274
2016-11-17 06:18:04.317,0.503,-0.047,0.656,0.010,0.753,0.112,1.135,-0.275
2016-11-17 06:18:04.329,0.503,-0.048,0.655,0.009,0.754,0.111,1.135,-0.275
2016-11-17 06:18:04.340,0.524,-0.049,0.654,0.009,0.755,0.111,1.135,-0.275
2016-11-17 06:18:04.351,0.524,-0.049,0.653,0.009,0.755,0.110,1.135,-0.276
2016-11-17 06:18:04.362,0.545,-0.050,0.652,0.009,0.756,0.110,1.135,-0.276
2016-11-17 06:18:04.373,0.545,-0.051,0.652,0.008,0.757,0.109,1.136,-0.277
2016-11-17 06:18:04.385,0.567,-0.051,0.651,0.008,0.758,0.109,1.136,-0.277
2016-11-17 06:18:04.396,0.567,-0.052,0.650,0.008,0.758,0.109,1.136,-0.277
2016-11-17 06:18:04.407,0.588,-0.052,0.649,0.007,0.759,0.108,1.136,-0.277
