Timestamp,PlaybackTime,UnitQuaternion.x,UnitQuaternion.y,UnitQuaternion.z,UnitQuaternion.w,HmdPosition.x,HmdPosition.y,HmdPosition.z
2016-11-30 07:27:51.188,0.000,-0.018,-0.743,-0.020,0.668,0.131,1.143,-0.137
2016-11-30 07:27:51.200,0.000,-0.018,-0.743,-0.020,0.668,0.131,1.143,-0.137
2016-11-30 07:27:51.211,0.021,-0.018,-0.743,-0.020,0.668,0.131,1.143,-0.137
2016-11-30 07:27:51.222,0.021,-0.018,-0.743,-0.020,0.668,0.131,1.143,-0.137
2016-11-30 07:27:51.245,0.043,-0.018,-0.743,-0.020,0.668,0.131,1.143,-0.137
2016-11-30 07:27:51.268,0.085,-0.019,-0.743,-0.020,0.668,0.131,1.143,-0.137
2016-11-30 07:27:51.282,0.085,-0.019,-0.744,-0.020,0.668,0.131,1.143,-0.137
2016-11-30 07:27:51.304,0.107,-0.018,-0.743,-0.020,0.668,0.131,1.143,-0.137
2016-11-30 07:27:51.327,0.149,-0.018,-0.743,-0.020,0.668,0.131,1.143,-0.137
2016-11-30 07:27:51.349,0.149,-0.018,-0.743,-0.020,0.669,0.131,1.144,-0.137
2016-11-30 07:27:51.367,0.171,-0.018,-0.743,-0.020,0.669,0.131,1.144,-0.137
2016-11-30 07:27:51.379,0.192,-0.018,-0.743,-0.020,0.669,0.131,1.144,-0.137
2016-11-30 07:27:51.390,0.192,-0.018,-0.743,-0.020,0.669,0.131,1.144,-0.137
2016-11-30 07:27:51.401,0.213,-0.018,-0.743,-0.020,0.669,0.131,1.143,-0.137
2016-11-30 07:27:51.412,0.033,-0.019,-0.743,-0.020,0.669,0.131,1.143,-0.137
2016-11-30 07:27:51.423,0.055,-0.019,-0.743,-0.020,0.669,0.131,1.143,-0.137
2016-11-30 07:27:51.434,0.055,-0.019,-0.743,-0.020,0.669,0.131,1.143,-0.137
2016-11-30 07:27:51.445,0.076,-0.019,-0.743,-0.020,0.669,0.131,1.143,-0.137
2016-11-30 07:27:51.457,0.097,-0.019,-0.743,-0.020,0.668,0.131,1.143,-0.137
2016-11-30 07:27:51.468,0.097,-0.019,-0.743,-0.020,0.668,0.131,1.143,-0.137
