Timestamp,PlaybackTime,UnitQuaternion.x,UnitQuaternion.y,UnitQuaternion.z,UnitQuaternion.w,HmdPosition.x,HmdPosition.y,HmdPosition.z
2016-11-30 08:17:52.471,0.021,-0.008,-0.681,0.024,0.732,0.167,1.161,-0.182
2016-11-30 08:17:52.494,0.043,-0.008,-0.681,0.024,0.732,0.167,1.161,-0.182
2016-11-30 08:17:52.516,0.064,-0.008,-0.681,0.024,0.732,0.167,1.161,-0.182
2016-11-30 08:17:52.535,0.085,-0.008,-0.681,0.024,0.732,0.167,1.161,-0.182
2016-11-30 08:17:52.546,0.107,-0.008,-0.681,0.024,0.732,0.167,1.161,-0.182
2016-11-30 08:17:52.557,0.033,-0.008,-0.680,0.024,0.732,0.167,1.161,-0.182
2016-11-30 08:17:52.569,0.055,-0.008,-0.680,0.024,0.732,0.167,1.161,-0.182
2016-11-30 08:17:52.580,0.055,-0.008,-0.680,0.024,0.732,0.167,1.161,-0.182
2016-11-30 08:17:52.591,0.076,-0.009,-0.680,0.024,0.732,0.167,1.161,-0.182
2016-11-30 08:17:52.602,0.097,-0.009,-0.680,0.024,0.732,0.167,1.161,-0.182
2016-11-30 08:17:52.613,0.097,-0.009,-0.680,0.024,0.732,0.167,1.161,-0.182
2016-11-30 08:17:52.624,0.097,-0.009,-0.680,0.024,0.732,0.167,1.161,-0.182
2016-11-30 08:17:52.635,0.119,-0.009,-0.680,0.024,0.732,0.167,1.161,-0.182
2016-11-30 08:17:52.646,0.119,-0.008,-0.681,0.024,0.732,0.167,1.161,-0.182
2016-11-30 08:17:52.657,0.140,-0.008,-0.681,0.024,0.732,0.167,1.161,-0.182
2016-11-30 08:17:52.669,0.140,-0.008,-0.681,0.024,0.732,0.167,1.161,-0.182
2016-11-30 08:17:52.680,0.161,-0.009,-0.681,0.024,0.732,0.167,1.161,-0.182
2016-11-30 08:17:52.691,0.183,-0.009,-0.681,0.024,0.732,0.167,1.161,-0.182
2016-11-30 08:17:52.702,0.183,-0.009,-0.681,0.024,0.732,0.167,1.161,-0.182
2016-11-30 08:17:52.713,0.204,-0.009,-0.681,0.023,0.732,0.167,1.161,-0.182
2016-11-30 08:17:52.725,0.204,-0.008,-0.681,0.023,0.732,0.167,1.161,-0.182
2016-11-30 08:17:52.736,0.225,-0.008,-0.681,0.023,0.732,0.168,1.161,-0.182
2016-11-30 08:17:52.747,0.225,-0.008,-0.681,0.023,0.732,0.168,1.161,-0.182
2016-11-30 08:17:52.758,0.247,-0.008,-0.681,0.023,0.732,0.168,1.161,-0.182
2016-11-30 08:17:52.770,0.247,-0.008,-0.681,0.023,0.732,0.168,1.161,-0.182
2016-11-30 08:17:52.781,0.268,-0.008,-0.681,0.024,0.732,0.168,1.161,-0.182
2016-11-30 08:17:52.792,0.268,-0.008,-0.681,0.024,0.732,0.168,1.161,-0.182
2016-11-30 08:17:52.803,0.289,-0.008,-0.681,0.024,0.732,0.168,1.161,-0.182
2016-11-30 08:17:52.814,0.289,-0.008,-0.681,0.024,0.732,0.168,1.161,-0.182
2016-11-30 08:17:52.825,0.311,-0.008,-0.680,0.024,0.733,0.168,1.161,-0.181
2016-11-30 08:17:52.836,0.311,-0.008,-0.680,0.024,0.733,0.168,1.161,-0.181
2016-11-30 08:17:52.847,0.332,-0.009,-0.679,0.024,0.733,0.168,1.161,-0.181
2016-11-30 08:17:52.859,0.332,-0.008,-0.679,0.024,0.734,0.168,1.161,-0.181
2016-11-30 08:17:52.870,0.353,-0.008,-0.678,0.024,0.734,0.168,1.161,-0.181
2016-11-30 08:17:52.881,0.375,-0.009,-0.678,0.024,0.735,0.168,1.161,-0.181
2016-11-30 08:17:52.892,0.375,-0.009,-0.677,0.024,0.735,0.168,1.161,-0.181
2016-11-30 08:17:52.904,0.396,-0.009,-0.677,0.024,0.736,0.168,1.161,-0.181
2016-11-30 08:17:52.915,0.396,-0.010,-0.676,0.023,0.737,0.168,1.161,-0.181
2016-11-30 08:17:52.926,0.417,-0.010,-0.675,0.023,0.737,0.168,1.161,-0.181
2016-11-30 08:17:52.937,0.417,-0.010,-0.674,0.023,0.738,0.168,1.161,-0.180
2016-11-30 08:17:52.949,0.417,-0.011,-0.673,0.022,0.739,0.168,1.161,-0.180
2016-11-30 08:17:52.959,0.439,-0.011,-0.672,0.022,0.740,0.168,1.162,-0.180
2016-11-30 08:17:52.970,0.460,-0.011,-0.671,0.022,0.741,0.169,1.162,-0.180
2016-11-30 08:17:52.982,0.460,-0.012,-0.670,0.022,0.742,0.169,1.162,-0.180
2016-11-30 08:17:52.993,0.481,-0.012,-0.669,0.022,0.743,0.169,1.162,-0.180
2016-11-30 08:17:53.004,0.481,-0.013,-0.667,0.022,0.744,0.169,1.162,-0.179
2016-11-30 08:17:53.015,0.503,-0.014,-0.666,0.021,0.746,0.169,1.163,-0.179
2016-11-30 08:17:53.026,0.503,-0.015,-0.664,0.021,0.747,0.169,1.163,-0.179
2016-11-30 08:17:53.037,0.524,-0.015,-0.663,0.020,0.748,0.169,1.163,-0.179
2016-11-30 08:17:53.048,0.524,-0.017,-0.661,0.019,0.750,0.170,1.163,-0.179
2016-11-30 08:17:53.059,0.545,-0.018,-0.660,0.019,0.751,0.170,1.164,-0.179
2016-11-30 08:17:53.071,0.567,-0.019,-0.659,0.019,0.752,0.170,1.164,-0.179
2016-11-30 08:17:53.082,0.567,-0.020,-0.658,0.018,0.753,0.170,1.164,-0.179
2016-11-30 08:17:53.094,0.588,-0.020,-0.656,0.018,0.754,0.170,1.164,-0.179
2016-11-30 08:17:53.105,0.588,-0.021,-0.654,0.017,0.756,0.171,1.165,-0.179
2016-11-30 08:17:53.116,0.588,-0.022,-0.653,0.017,0.757,0.171,1.165,-0.179
2016-11-30 08:17:53.127,0.609,-0.022,-0.651,0.016,0.759,0.171,1.165,-0.179
2016-11-30 08:17:53.138,0.609,-0.023,-0.649,0.016,0.760,0.171,1.165,-0.178
2016-11-30 08:17:53.149,0.631,-0.024,-0.648,0.016,0.761,0.171,1.165,-0.178
2016-11-30 08:17:53.160,0.652,-0.024,-0.646,0.016,0.762,0.171,1.165,-0.178
2016-11-30 08:17:53.172,0.652,-0.025,-0.645,0.016,0.764,0.172,1.166,-0.178
2016-11-30 08:17:53.183,0.673,-0.025,-0.643,0.017,0.765,0.172,1.166,-0.178
2016-11-30 08:17:53.194,0.673,-0.025,-0.642,0.018,0.766,0.172,1.166,-0.178
2016-11-30 08:17:53.205,0.695,-0.025,-0.640,0.018,0.768,0.172,1.166,-0.178
2016-11-30 08:17:53.216,0.695,-0.025,-0.638,0.019,0.769,0.172,1.166,-0.178
2016-11-30 08:17:53.227,0.716,-0.025,-0.636,0.019,0.771,0.172,1.166,-0.178
2016-11-30 08:17:53.238,0.716,-0.025,-0.634,0.020,0.773,0.172,1.166,-0.177
2016-11-30 08:17:53.250,0.737,-0.025,-0.632,0.020,0.774,0.172,1.166,-0.177
2016-11-30 08:17:53.261,0.737,-0.025,-0.630,0.021,0.776,0.172,1.165,-0.177
2016-11-30 08:17:53.272,0.759,-0.025,-0.628,0.022,0.777,0.173,1.165,-0.177
2016-11-30 08:17:53.283,0.759,-0.025,-0.626,0.023,0.779,0.173,1.165,-0.176
2016-11-30 08:17:53.294,0.780,-0.025,-0.625,0.024,0.780,0.173,1.165,-0.176
2016-11-30 08:17:53.306,0.780,-0.025,-0.623,0.025,0.781,0.173,1.165,-0.176
2016-11-30 08:17:53.317,0.801,-0.024,-0.622,0.026,0.782,0.173,1.165,-0.176
2016-11-30 08:17:53.328,0.801,-0.023,-0.621,0.027,0.783,0.173,1.165,-0.176
2016-11-30 08:17:53.339,0.823,-0.022,-0.619,0.028,0.784,0.173,1.165,-0.176
2016-11-30 08:17:53.350,0.844,-0.020,-0.619,0.029,0.785,0.173,1.165,-0.176
